931	Lena Dunham, Joana Avillez	2014	Not that Kind of Girl	eng
585	Tsugumi Ohba, Takeshi Obata	2004	デスノート #1 (Desu Nōto) Taikutsu (退屈)	eng
720	Tite Kubo	2002	BLEACH―ブリーチ―　1	eng
874	Susannah Cahalan	2012	Brain on Fire	eng
942	Alice Clayton	2012	Wallbanger	eng
811	Mary Kubica	2014	The Good Girl	eng
1349	Michael   Lewis	2006	The Blind Side: Evolution of a Game	eng
858	Pierce Brown	2014	Red Rising	eng
1082	Haruki Murakami, Philip Gabriel	2013	色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]	eng
352	Amy Poehler	2014	Yes Please	eng
61	Paula Hawkins	2015	The Girl on the Train	eng
990	Jason Fried, David Heinemeier Hansson	2010	Rework	eng
1029	Brian K. Vaughan, Fiona Staples	2012	Saga, Volume One	eng
921	Jennifer Niven, فرانک معنوی	2015	All the Bright Places	eng
920	Marie Kondō, Cathy Hirano	2011	人生がときめく片づけの魔法	eng
830	Kody Keplinger	2010	The DUFF: Designated Ugly Fat Friend	en-US
841	J.R. Ward	2006	Lover Awakened (Black Dagger Brotherhood, #3)	eng
334	Sylvia Day	2012	Reflected in You	eng
1371	Dan Ariely	2007	Predictably Irrational: The Hidden Forces that Shape Our Decisions	en-US
938	J.A. Redmerski	2012	The Edge of Never	en-US
539	Colleen Hoover	2012	Hopeless	eng
1165	J. Lynn, Jennifer L. Armentrout	2013	Wait for You	eng
1285	Katie McGarry	2012	Pushing the Limits	eng
536	Victoria Aveyard	2015	Red Queen	eng
859	Brent Weeks	2008	The Way of Shadows	en-US
267	Kristin Hannah	2015	The Nightingale	eng
827	Jenny Han	2014	To All the Boys I've Loved Before	eng
965	S.C. Stephens	2009	Thoughtless	eng
1129	John D. Rateliff, J.R.R. Tolkien	2007	The History of the Hobbit, Part One: Mr. Baggins	eng
1162	Ellen DeGeneres	2011	Seriously...I'm Kidding	en-US
206	Kiera Cass	2012	The Selection	en-US
1143	Christina Lauren	2013	Beautiful Bastard	eng
617	Piper Kerman	2010	Orange Is the New Black: My Year in a Women's Prison	eng
1062	Kiera Cass	2015	The Heir	eng
423	Kiera Cass	2013	The Elite	eng
506	Kiera Cass	2014	The One	eng
774	Marissa Meyer	2014	Cress	eng
886	M.R. Carey	2014	The Girl with All the Gifts	eng
1044	Mindy Kaling	2015	Why Not Me?	eng
926	Jessica Knoll	2015	Luckiest Girl Alive	eng
566	Jojo Moyes	2015	After You	eng
533	Harper Lee	2015	Go Set a Watchman	eng
1307	Caitlin Moran	2011	How to Be a Woman	eng
1252	Katherine Boo	2012	Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity	en-US
583	Becca Fitzpatrick	2011	Silence 	eng
842	Sarah J. Maas	2015	A Court of Thorns and Roses	eng
262	Liane Moriarty	2014	Big Little Lies	eng
1130	Colleen Hoover	2014	Ugly Love	eng
1022	Sarah J. Maas	2014	Heir of Fire	eng
950	Jandy Nelson	2014	I'll Give You the Sun	eng
1220	Lauren Groff	2015	Fates and Furies	eng
1065	Robert Galbraith, J.K. Rowling	2015	Career of Evil	eng
1187	Elena Ferrante, Ann Goldstein	2011	L'amica geniale	eng
1341	Pierce Brown	2015	Golden Son	eng
1326	Erik Larson	2015	Dead Wake: The Last Crossing of the Lusitania	eng
812	Abbi Glines	2012	Fallen Too Far (Too Far, #1)	eng
1028	Liane Moriarty	2016	Truly Madly Guilty	eng
862	Brandon Sanderson	2014	Words of Radiance	eng
459	Fredrik Backman, Henning Koch	2012	En man som heter Ove	eng
1306	A.S.A. Harrison	2013	The Silent Wife	eng
438	Liane Moriarty	2009	What Alice Forgot	eng
279	John Tiffany, Jack Thorne, J.K. Rowling	2016	Harry Potter and the Cursed Child, Parts One and Two	eng
1174	Emma Cline	2016	The Girls	eng
1345	Karin Slaughter	2015	Pretty Girls	eng
1076	Cynthia D'Aprix Sweeney	2016	The Nest	eng
940	Jojo Moyes	2014	The One Plus One	eng
752	Sarah J. Maas	2013	Crown of Midnight	en-CA
1264	Sarah J. Maas	2015	Queen of Shadows	eng
889	J.R. Ward	2006	Lover Eternal (Black Dagger Brotherhood, #2)	eng
1291	J.R. Ward	2007	Lover Revealed	eng
861	Jamie McGuire	2013	Walking Disaster	eng
1134	Sylvain Reynard	2012	Gabriel's Rapture	eng
676	Sylvia Day	2013	Entwined with You	eng
1104	E.L. James	2015	Grey	en-GB
8249	Flann O'Brien	1967	The Third Policeman	eng
6318	Robert A. Heinlein	1985	The Cat Who Walks through Walls	en-US
2271	Terry Pratchett	1996	Feet of Clay	
3937	Richard Bachman, Stephen King	2007	Blaze	en-US
8049	Brian Herbert, Kevin J. Anderson	2000	Dune: House Harkonnen	eng
8766	Brian Herbert, Kevin J. Anderson	2002	Dune: The Machine Crusade 	eng
4613	Richard Matheson	1971	Hell House	eng
7027	Garth Ennis, Steve Dillon	1999	Preacher: Salvation	
6611	Garth Ennis, Steve Dillon, Steve Pugh, Matt Hollingsworth, Carlos Ezquerra, Richard Case	1998	Preacher: Ancient History (Preacher, #4)	eng
2806	Bret Easton Ellis	1987	The Rules of Attraction	eng
4700	Douglas Preston, Lincoln Child	2003	Still Life with Crows (Pendergast, #4)	eng
1642	Toni Morrison	1977	Song of Solomon	eng
1657	David Foster Wallace	1996	Infinite Jest	en-US
1856	Augusten Burroughs	2004	Magical Thinking: True Stories	en-US
4979	Christopher Moore	1994	Coyote Blue	en-US
1477	Charles Dickens, Nicola Bradbury, Hablot Knight Browne	1853	Bleak House	eng
8832	Clive Barker	2004	Days of Magic, Nights of War	en-US
2416	R.A. Salvatore	1990	Exile 	eng
4257	R.A. Salvatore	1992	The Legacy	eng
2215	Judy Blume	1980	Superfudge	eng
2049	Beverly Cleary	1968	Ramona the Pest	
1580	Henrik Ibsen, Michael   Meyer	1879	Et dukkehjem	eng
1457	Helen Fielding	1999	Bridget Jones: The Edge of Reason	eng
6644	Julia Scheeres	2005	Jesus Land : A Memoir	en-US
7354	Owen  West, Dean Koontz	1981	The Mask	eng
9180	Brian Coffey, Dean Koontz	1980	The Voice of the Night 	eng
2041	Stephen King	2006	Lisey's Story	eng
7887	Stephen King	1999	Storm of the Century: An Original Screenplay	
8776	Jan Karon	1997	Out to Canaan (Mitford)	eng
6823	Tim LaHaye, Jerry B. Jenkins	2003	Armageddon: The Cosmic Battle of the Ages	en-US
4289	Tim LaHaye, Jerry B. Jenkins	1999	Apollyon: The Destroyer Is Unleashed	en-US
1801	Terry Brooks	1977	The Sword of Shannara	eng
4101	Terry Brooks	1991	The Druid of Shannara	eng
2015	Robert James Waller	1992	The Bridges of Madison County	eng
1859	Anne Lamott	1994	Bird by Bird: Some Instructions on Writing and Life	
3585	Willa Cather	1913	O Pioneers!	eng
1949	E.M. Forster	1910	Howards End	eng
8591	L.M. Montgomery	1925	Emily Climbs	eng
5567	L.M. Montgomery	1919	Rainbow Valley	eng
4014	L.M. Montgomery	1923	Emily of New Moon	eng
1436	Sophie Kinsella	2004	Shopaholic and Sister	eng
4139	Michael Chabon	1988	The Mysteries of Pittsburgh	eng
4057	Amy Tan	2005	Saving Fish from Drowning: A Novel	eng
4460	Brian Jacques	1990	Mattimeo	eng
3562	Brian Jacques	1993	Martin the Warrior	eng
3755	Herman Melville	1853	Bartleby, the Scrivener: A Story of Wall Street	eng
1664	Virginia Woolf	1929	A Room of One's Own	eng
3580	Louisa May Alcott	1871	Little Men, or Life at Plumfield with Jo's Boys	eng
1873	Michael Chabon	2007	The Yiddish Policemen's Union	eng
2939	Pat Conroy	1975	Beach Music	eng
3963	Pat Conroy	1976	The Great Santini	eng
3642	Daniel Defoe	1722	The Fortunes and Misfortunes of the Famous Moll Flanders	eng
1454	George Bernard Shaw	1912	Pygmalion	en-US
3519	W. Somerset Maugham	1944	The Razor's Edge	eng
2571	Laura Ingalls Wilder, Garth Williams	1943	These Happy Golden Years	eng
7298	Rudyard Kipling, Jerry Pinkney	1894	Rikki-Tikki-Tavi	
9623	Thomas Wolfe	1929	Look Homeward, Angel	eng
9773	Hugh Lofting, Michael Hague	1922	The Voyages of Doctor Dolittle	
1435	William Styron	1979	Sophie's Choice	eng
2063	Peter Mayle	1989	A Year in Provence	eng
6604	Isabel Allende, Margaret Sayers Peden	2005	El Zorro	eng
3237	Dorothy Allison	1992	Bastard Out of Carolina	eng
4081	Tom Wolfe	2004		en-US
6299	Tracy Chevalier	2001	Falling Angels	eng
1858	James Patterson, Andrew Gross	2004	3rd Degree	
9478	Benjamin Hoff	1992	Tao of Pooh and Te of Piglet Boxed Set	eng
2092	Ellen Hopkins	2008	Identical	eng
3796	Ellen Hopkins	2009	Tricks	eng
3274	Dr. Seuss	1963	Hop on Pop	eng
1916	Beverly Cleary, Louis Darling, Tracy Dockray	1965	The Mouse and the Motorcycle	en-US
1549	Lemony Snicket, Brett Helquist	2002	The Carnivorous Carnival	en-US
1783	Henry James, Patricia Crick	1881	The Portrait of a Lady	eng
3818	Mary  Stewart	1970	The Crystal Cave	en-US
1984	Margaret Wise Brown, Clement Hurd	1942	The Runaway Bunny	en-US
3215	Sherrilyn Kenyon	2008	Acheron (Dark-Hunter, #15) - Part 1	en-US
1488	P.D. Eastman	1961	Go, Dog. Go!	eng
4802	Tess Gerritsen	2008	The Keepsake	en-US
2630	Curtis Sittenfeld	2008	American Wife	eng
2340	Candace Bushnell	1996	Sex and the City	
3997	Rebecca Wells	1992	Little Altars Everywhere	
6383	Maeve Binchy	1994	The Glass Lake	eng
2994	Adriana Trigiani	2000	Big Stone Gap	eng
5615	Fannie Flagg	1998	Welcome to the World, Baby Girl!	eng
6261	Maeve Binchy	1992	The Copper Beech	eng
2468	Edgar Allan Poe	1842	The Pit and the Pendulum	eng
8888	Louisa May Alcott	1869	An Old-Fashioned Girl	
4068	Jean Webster	1912	Daddy-Long-Legs       	eng
3508	Marcel Proust, Simon Vance, Lydia Davis	1913	Du côté de chez Swann	eng
1520	Walter M. Miller Jr.	1959	A Canticle for Leibowitz	eng
3590	Günter Grass	1959	Die Blechtrommel	eng
2027	Italo Calvino, William Weaver	1979	Se una notte d'inverno un viaggiatore	eng
3428	Tom Robbins	2000	Fierce Invalids Home From Hot Climates	en-US
3472	Flannery O'Connor	1971	The Complete Stories	eng
3628	Bill Watterson	2005	The Complete Calvin and Hobbes	eng
7309	Thomas Mann, Joachim Neugroschel	1911	Der Tod in Venedig	eng
4515	Philip K. Dick	1965	The Three Stigmata of Palmer Eldritch	eng
1752	Barbara Kingsolver	1990	Animal Dreams	eng
4473	Monica Ali	2003	Brick Lane	eng
2051	Katherine Dunn	1989	Geek Love	eng
9036	T.C. Boyle, Richard Poe	2003	Drop City	eng
3143	M.M. Kaye	1978	The Far Pavilions	en-US
2353	Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison	1990	The Sandman: Season of Mists	eng
1572	Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson	1991	The Sandman: Dream Country	eng
3082	Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub	1994	The Sandman: Brief Lives	eng
3396	Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King	1995	The Sandman: Worlds' End	eng
3660	Neil Gaiman, Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore	1996	The Sandman: The Wake	eng
2883	Jodi Picoult	1993	Harvesting the Heart	eng
2633	Jodi Picoult	1996	Mercy	en-GB
5928	Anne Rice	2003	Blood Canticle	en-GB
5052	Leon Uris	1961	Mila 18	eng
4520	Per Petterson, Anne Born	2003	Ut og stjæle hester	eng
1491	Guillermo del Toro, Chuck Hogan	2009	The Strain	en-US
4870	Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox	1849	Shirley 	
6531	L.J. Smith	2008		eng
1669	Maureen Johnson	2005	13 Little Blue Envelopes	eng
3348	Virginia Lee Burton	1942	The Little House	eng
6039	Kay Thompson, Hilary Knight	1955	Eloise	eng
2485	Robert McCammon	1987	Swan Song	eng
2361	Robert Louis Stevenson	1886	Kidnapped	
1974	Peter Straub	1979	Ghost Story	en-US
1695	Rudyard Kipling, Alev Lytle Croutier	1895	The Jungle Books	eng
5999	William Goldman	1974	Marathon Man	eng
7970	Annie Proulx	1999	Close Range: Wyoming Stories	en-US
9722	John Irving	1972	The Water-Method Man	
8817	Maurice Sendak	1970	In the Night Kitchen	eng
4092	Megan McCafferty	2001	Sloppy Firsts (Jessica Darling, #1)	eng
4288	Jennifer Donnelly	2003	A Northern Light	en-US
3108	Patricia Cornwell	1996	Cause of Death	en-US
1640	Robert Goolrick	2009	A Reliable Wife	en-US
1725	Lewis Carroll, John Tenniel	1865		eng
3207	Alan Weisman	2007	The World Without Us	eng
5179	Naomi Novik	2006	Throne of Jade	eng
1964	Robin Hobb	2001	Fool's Errand	eng
3278	Robin Hobb	1999	The Mad Ship	en-GB
8523	Aleksandr Solzhenitsyn, Edward E. Ericson Jr.	1973	Архипелаг ГУЛАГ, 1918-1956	eng
2052	Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald	-401		en-US
2763	Euripides, Rex Warner	-431	Mήδεια	en-GB
2544	Christopher Marlowe	1604	The Tragical History of the Life and Death of Doctor Faustus	eng
2745	Patricia Cornwell	1995	From Potter's Field	eng
8949	Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds	1320	Paradiso	eng
7622	Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale	1887	On the Genealogy of Morals / Ecce Homo	en-US
4758	Thomas Paine	1776	Common Sense	eng
8838	James Hilton	1933	Lost Horizon	
1586	Alex Garland	1996	The Beach	eng
2236	Anonymous	1909	Holy Bible: New International Version	eng
2366	Ovid, David Raeburn, Denis Feeney	8	Metamorphoses	eng
4244	Henrik Ibsen, William Archer	1890	Hedda Gabler	eng
2625	Max Lucado	1997	You Are Special: A Story for Everyone	eng
1709	Dean Koontz	2005	Forever Odd	en-US
3924	Dean Koontz	1996	Ticktock	
8444	Dean Koontz	2009	Relentless	en-US
2370	Bo Hampton, Tracey Hampton, Washington Irving	1993	The Legend of Sleepy Hollow	eng
3957	Sue Grafton	1985	B is for Burglar	eng
6552	Anita Shreve	2007	Body Surfing	en-US
1599	Kristin Hannah	2011	Night Road	en-US
3067	Kristin Hannah	2009	True Colors	
4602	Marguerite Duras, Barbara Bray, Maxine Hong Kingston	1984	L'Amant	eng
3206	Jane Yolen	1988	The Devil's Arithmetic	eng
6230	Melvin Burgess	1996	Junk	en-US
3493	Brian L. Weiss	1988	Many Lives, Many Masters	eng
7251	Ernest Hemingway	1985	The Garden of Eden	en-US
6998	Betty Friedan, Anna Quindlen	1963	The Feminine Mystique	eng
5327	Simone de Beauvoir, H.M. Parshley, Deirdre Bair	1949	Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue	eng
2133	Geraldine Brooks	2011	Caleb's Crossing	eng
4298	Ayn Rand, Leonard Peikoff	1936	We the Living	eng
2510	Philippa Gregory	2010	The Red Queen	eng
5133	Lisa Scottoline	2011	Save Me	
2363	David Sheff	2007	Beautiful Boy: A Father's Journey Through His Son's Meth Addiction	en-US
6190	Charles Dickens	1837	The Posthumous Papers of the Pickwick Club	eng
8721	David McCullough	1977	The Path Between the Seas: The Creation of the Panama Canal, 1870-1914	eng
4989	A.N. Roquelaure, Anne Rice	1984	Beauty's Punishment	en-US
2262	Jacqueline Carey	2001	Kushiel's Dart	eng
8694	J.D. Robb	2008	Strangers in Death 	eng
6715	Mary Higgins Clark	1977	A Stranger Is Watching	eng
2242	Tom Clancy	1991	The Sum of All Fears	
2016	Lee Child	2009	Gone Tomorrow	eng
7132	J.D. Robb, Nora Roberts	2011	Treachery in Death	en-US
5121	Harlan Coben	2003	No Second Chance	eng
5758	Harlan Coben	2006	Promise Me (Myron Bolitar, #8)	eng
1567	Jane Hamilton, Frank  Muller, C.J. Critt	1992	A Map of the World	en-GB
4265	A. Manette Ansay	1994	Vinegar Hill (P.S.)	en-US
5737	Melinda Haynes	1999	Mother of Pearl	en-US
2455	Elizabeth Gilbert	2009	Committed: A Skeptic Makes Peace with Marriage	eng
9887	Howard Dully, Charles Fleming	2007	My Lobotomy	eng
3588	Ann Patchett	2004	Truth & Beauty: A Friendship	eng
7164	Gail Carriger	2011	Heartless	eng
1682	Lev Grossman	2011	The Magician King	en-US
2174	David McCullough	1992	Truman	en-US
1772	Walter Farley, Keith Ward	1941	The Black Stallion	eng
2389	Anthony Horowitz	2004	Scorpia	eng
2017	Michael Scott	2009	The Sorceress	eng
4256	Gary D. Schmidt	2007	The Wednesday Wars	eng
6981	Seanan McGuire	2009	Rosemary and Rue	en-US
4530	Terry Goodkind	1998	Debt of Bones (The Sword of Truth, #0.5)	eng
3019	Robin McKinley	1984		eng
4293	Kelley Armstrong	2002	Stolen	eng
5496	Natalie Goldberg	1986	Writing Down the Bones: Freeing the Writer Within	eng
2268	Jacqueline Winspear	2003	Maisie Dobbs	en-US
4660	Anne Lamott	1993	Operating Instructions: A Journal of My Son's First Year	eng
5033	James M. Cain	1934	The Postman Always Rings Twice 	eng
1629	Ursula K. Le Guin	1970	The Tombs of Atuan	eng
4772	Scott B. Smith	2006	The Ruins	en-US
3008	Sarah Ockler	2009	Twenty Boy Summer	en-US
2778	Lauren Barnholdt	2007	Two-Way Street	
2454	Jenny Downham	2007	Before I Die	eng
6702	Graeme Base	1986	Animalia	eng
3718	Laurie Halse Anderson	2008	Chains	eng
4994	Tobias Wolff	1989	This Boy's Life: A Memoir	eng
6690	Steve Berry	2003	The Amber Room	
1471	W. Bruce Cameron	2010	A Dog's Purpose 	en-US
8630	Stephen King	2010	Blockade Billy	eng
3557	Michelle Magorian	1981	Good Night, Mr. Tom	eng
9372	Dick King-Smith, Maggie Kneen	1983	The Sheep-Pig	eng
4335	John Hart	2009	The Last Child	en-US
3240	Scott Turow	1990	The Burden of Proof	eng
1775	Tomie dePaola	1975	Strega Nona	eng
3083	L.J. Smith	2009	The Return: Nightfall	en-US
2887	Kim Harrison	2007	For a Few Demons More 	en-US
2705	L.J. Smith	1991	The Awakening	eng
3894	Nicholas Evans	2001	The Smoke Jumper	eng
8260	Ed Young	1989	Lon Po Po	eng
7853	Kevin Henkes	2000	Wemberly Worried	
9933	Tedd Arnold	1997	Parts	eng
4812	Michael Teitelbaum, Sue DiCicco	1989	The Little Mermaid (Little Golden Storybook)	
5590	Laura Joffe Numeroff, Felicia Bond	2000	If You Give a Pig a Party (If You Give...)	
4677	Shaunti Feldhahn	2004	For Women Only: What You Need to Know about the Inner Lives of Men	en-US
3256	Augustine of Hippo, Henry Chadwick, Albert Cook Outler	397	Confessiones Sancti Patris nostri Augustini	
1438	Bruce H. Wilkinson	2000	The Prayer of Jabez:  Breaking Through to the Blessed Life	eng
2696	Robert Lopshire	1960	Put Me in the Zoo	eng
1661	Shilpi Somaya Gowda	2010	Secret Daughter	en-US
3149	Rory Freedman, Kim Barnouin	2005	Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!	en-US
2961	Rodman Philbrick	1993	Freak the Mighty	eng
2430	Charlaine Harris	2005		eng
6177	Erica Bauermeister	2009	The School of Essential Ingredients	en-US
2187	Yevgeny Zamyatin, Clarence Brown	1924	Мы	eng
4157	Neale Donald Walsch	1996	Conversations With God. An Uncommon Dialogue. Book 2	eng
1448	Douglas Preston, Lincoln Child	1995	Relic	eng
1865	Louise L. Hay	1984	You Can Heal Your Life	eng
1717	Edgar Allan Poe, Benjamin F. Fisher	1849		en-US
6434	Maureen Johnson	2011	The Last Little Blue Envelope	en-US
1652	Ally Carter	2007	Cross My Heart and Hope to Spy	en-US
3464	Aldous Huxley	1956	The Doors of Perception & Heaven and Hell	eng
6155	Joseph Conrad, A. Michael Matin	1899		en-US
9605	Ralph Waldo Emerson, Peter Norberg	1856	Essays and Poems	
4333	Stephen Crane, George Stade, Richard Fusco	1895	The Red Badge of Courage	en-US
1881	Larry Niven, Jerry Pournelle	1974	The Mote in God's Eye	eng
7396	Thor Heyerdahl	1948	Kon-Tiki Ekspedisjonen	en-US
4904	Harold G. Moore, Joseph L. Galloway	1991	We Were Soldiers Once... and Young: Ia Drang - the Battle That Changed the War in Vietnam	eng
1587	Beth Hoffman, Jenna Lamia	2010	Saving CeeCee Honeycutt	eng
4126	Ellen Hopkins	2010	Fallout (Crank, #3)	eng
5973	Bret Easton Ellis	1994	The Informers	en-GB
1656	James Herriot	1973	All Things Bright and Beautiful	en-US
1692	Greg Behrendt, Liz Tuccillo	2004	He's Just Not That Into You: The No-Excuses Truth to Understanding Guys	eng
3196	Jack Canfield, Mark Victor Hansen	1993	Chicken Soup for the Soul	eng
1966	Nora Roberts	1999	Jewels of the Sun	en-US
1751	Nora Roberts	1994	Born in Fire 	en-US
5871	Nora Roberts	2008	The Pagan Stone	en-US
3743	Eric Carle	1977	The Grouchy Ladybug	
2212	John Grisham	2010	The Confession	eng
3034	Madeleine Wickham	2000	Cocktails for Three	en-US
2168	Charles Dickens, Katharine Kroeber Wiley	1843		
5115	Agatha Christie	1922	The Secret Adversary	eng
2582	Gene Zion, Margaret Bloy Graham	1956		en-US
8969	Jon J. Muth	2003	Stone Soup	
2689	Audrey Wood, Don    Wood	1984	The Napping House	
5924	Olivia Goldsmith	1992	The First Wives Club	eng
9363	Anne Rice, Anne Rampling	1986	Belinda	en-US
7990	John Locke	1689	An Essay Concerning Human Understanding	
2482	Władysław Szpilman, Anthea Bell	1946	Śmierć Miasta 	
3033	Tom Wolfe	1979	The Right Stuff	eng
1417	Lauren Weisberger	2008	Chasing Harry Winston	eng
8837	Ian Fleming	1956	Diamonds are Forever	eng
2018	Hilary Mantel	2012	Bring Up the Bodies	en-US
2943	Eleanor Brown	2011	The Weird Sisters	en-US
1963	Robert Ludlum	1990	The Bourne Ultimatum	eng
4538	Elizabeth Kostova	2010	The Swan Thieves	eng
8626	Lemony Snicket	2002	Lemony Snicket: The Unauthorized Autobiography	
8733	Jack London	1903	To Build a Fire	eng
5524	Johnny Cash, Patrick   Carr	1997	Cash: The Autobiography of Johnny Cash	en-US
3664	Anthony Horowitz	2007	Snakehead	eng
5028	Sandra Boynton	1982	The Going-To-Bed Book	en-US
6335	Peter Carey	1988	Oscar and Lucinda	eng
8055	Arnold Lobel	1987	Frog And Toad Book Set: Frog And Toad Are Friends; Frog And Toad Together; Days With Frog And Toad; Frog And Toad All Year	
1761	Joshua Foer	2011	Moonwalking with Einstein: The Art and Science of Remembering Everything	eng
8879	Nicholas Pileggi	1985	Wiseguy: Life in a Mafia Family	en-US
2642	Gail Carson Levine	2001	The Two Princesses of Bamarre	eng
7649	Jim Thompson	1952	The Killer Inside Me	
6164	Margaret Peterson Haddix	2002	Among the Betrayed	en-US
2684	Meg Cabot	2000	Shadowland	eng
5383	Meg Cabot	2001	Darkest Hour	eng
7308	Meg Cabot	2007	Jinx	en-US
7880	Meg Cabot	2007	Princess Mia	en-US
4055	Denis Johnson	1992	Jesus' Son: Stories	eng
8149	George Bernard Shaw, Alan Jay Lerner	1956	Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback))	
5432	Malinda Lo	2009	Ash	en-US
5550	Hubert Selby Jr., Gilbert Sorrentino	1964	Last Exit to Brooklyn	eng
1413	Veronica Rossi	2011	Under the Never Sky	en-GB
5058	John Irving	2009	Last Night in Twisted River	eng
2044	A.J. Jacobs	2007	The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible	en-US
1814	Lisa Genova	2011	Left Neglected	eng
6579	Joshilyn Jackson	2005	Gods in Alabama	en-US
9516	Ann-Marie MacDonald	2003	The Way the Crow Flies	en-US
5667	Pearl Cleage	1997	What Looks Like Crazy on an Ordinary Day	eng
5685	Orson Scott Card, James Cameron	1989	The Abyss	eng
1972	Tom Clancy	1993	Without Remorse	en-US
4253	Alexander McCall Smith	2002	The Kalahari Typing School for Men	eng
9679	Anonymous, Juan Mascaró	-500	उपनिषद [Upaniṣad]	eng
3271	Melissa Marr	2008	Ink Exchange (Wicked Lovely, #2)	eng
2549	Laurell K. Hamilton	1998	Blue Moon (Anita Blake, Vampire Hunter, #8)	en-US
3105	Ilona Andrews	2008	Magic Burns	en-US
7660	Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti	2005	Fables, Volume 5: The Mean Seasons	eng
2680	Benjamin Franklin, Lewis Leary	1791		eng
9281	Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison	-458	Ἀγαμέμνων	eng
6553	Ford Madox Ford, Kenneth Womack, William Baker	1915	The Good Soldier	
2384	Michael Connelly	2011	The Fifth Witness	eng
1686	David Eddings, Leigh Eddings	1995	Belgarath the Sorcerer	en-US
3168	Nora Roberts, Angela Dawe	2010	Savor the Moment	eng
4065	Nora Roberts	2005	Black Rose	eng
4361	David Brin	1985	The Postman	en-US
5478	Alan Hollinghurst	2004	The Line of Beauty	eng
3649	Cherrie Lynn	2010		en-US
6280	Thomas Tryon	1971		eng
3040	Abbi Glines	2012	Because of Low	eng
4290	Dorothy L. Sayers	1923	Whose Body?	eng
6119	Anton Chekhov, Michael Frayn	1895	Чайка	eng
6429	Carolyn Keene	\N	Nancy Drew Complete Series Set, Books 1-64	eng
7905	Carl Hiaasen	2012	Chomp!	eng
4405	Tom Angleberger	2010	The Strange Case of Origami Yoda	eng
4447	Lilian Jackson Braun	1966	The Cat Who Could Read Backwards	eng
2890	Jeffery Deaver	1998		en-US
4468	Salman Rushdie, Paul Birkbeck	1990	Haroun and the Sea of Stories	eng
2737	James Patterson	2003	The Big Bad Wolf  	en-US
2785	James Patterson, Gabrielle Charbonnet	2009	Witch & Wizard	eng
3517	James Patterson, Maxine Paetro	2009	The 8th Confession	
4659	James Patterson	2012	Nevermore	eng
5933	Yōko Ogawa, Stephen Snyder	2003	博士の愛した数式 	eng
8380	Amanda Brown	2001	Legally Blonde	
9815	Martha Stewart	2009	Martha Stewart's Cupcakes: 175 Inspired Ideas for Everyone's Favorite Treats	
3741	Lisa Gardner	2011	Love You More	eng
7388	Beth Harbison	2008	Secrets of a shoe addict	
7092	Clive Barker	1988	Cabal	en-US
1439	Karen Thompson Walker	2012	The Age of Miracles	eng
1636	Patricia Briggs	2008	Iron Kissed	en-US
2126	Patricia Briggs	2008	Cry Wolf	en-US
7297	Gerda Weissmann Klein	1959	All But My Life	en-US
4153	Alison Weir	1996	The Life of Elizabeth I	en-US
9650	Geraldine Brooks	1994	Nine Parts of Desire: The Hidden World of Islamic Women	
2502	Janet Evanovich	2012	Notorious Nineteen	eng
8870	John D. Fitzgerald, Mercer Mayer	1967	The Great Brain	eng
1784	Edgar Allan Poe, Gustave Doré	1844	The Raven	
8656	Daniel Wallace	1998	Big Fish: A Novel of Mythic Proportions	en-GB
9428	William Gibson, Terry Bisson	1981	Johnny Mnemonic	en-US
3799	Washington Irving	1820	The Legend of Sleepy Hollow	eng
3061	C.S. Lewis	1940	The Problem of Pain	eng
3989	R.A. Salvatore	1998	The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)	eng
9796	Else Holmelund Minarik, Maurice Sendak	1968	A Kiss for Little Bear	
2230	Lloyd Alexander	1965	The Black Cauldron	eng
2404	Rachel Hartman	2012	Seraphina	eng
7678	Jane Green	2010		en-US
4188	Karen Cushman	1994	Catherine, Called Birdy	eng
