book_id	language	TF_language_val
3557	eng	1.0
9372	eng	1.0
4335	en-us	1.0
3240	eng	1.0
1775	eng	1.0
3083	en-us	1.0
2887	en-us	1.0
2705	eng	1.0
3894	eng	1.0
8260	eng	1.0
9933	eng	1.0
4677	en-us	1.0
1438	eng	1.0
2696	eng	1.0
1661	en-us	1.0
3149	en-us	1.0
2961	eng	1.0
6177	en-us	1.0
2187	eng	1.0
4157	eng	1.0
1448	eng	1.0
1865	eng	1.0
6434	en-us	1.0
1652	en-us	1.0
3464	eng	1.0
4333	en-us	1.0
1881	eng	1.0
7396	en-us	1.0
4904	eng	1.0
1587	eng	1.0
4126	eng	1.0
5973	en-gb	1.0
1656	en-us	1.0
1692	eng	1.0
3196	eng	1.0
1966	en-us	1.0
1751	en-us	1.0
5871	en-us	1.0
2212	eng	1.0
3034	en-us	1.0
5115	eng	1.0
5924	eng	1.0
9363	en-us	1.0
3033	eng	1.0
1417	eng	1.0
8837	eng	1.0
2018	en-us	1.0
2943	en-us	1.0
1963	eng	1.0
4538	eng	1.0
8733	eng	1.0
5524	en-us	1.0
3664	eng	1.0
5028	en-us	1.0
6335	eng	1.0
1761	eng	1.0
8879	en-us	1.0
2642	eng	1.0
6164	en-us	1.0
2684	eng	1.0
5383	eng	1.0
7308	en-us	1.0
7880	en-us	1.0
4055	eng	1.0
5432	en-us	1.0
5550	eng	1.0
1413	en-gb	1.0
5058	eng	1.0
2044	en-us	1.0
1814	eng	1.0
6579	en-us	1.0
9516	en-us	1.0
5667	eng	1.0
5685	eng	1.0
1972	en-us	1.0
4253	eng	1.0
9679	eng	1.0
3271	eng	1.0
2549	en-us	1.0
3105	en-us	1.0
7660	eng	1.0
9281	eng	1.0
2384	eng	1.0
1686	en-us	1.0
3168	eng	1.0
4065	eng	1.0
4361	en-us	1.0
5478	eng	1.0
3040	eng	1.0
4290	eng	1.0
6119	eng	1.0
6429	eng	1.0
7905	eng	1.0
4405	eng	1.0
4447	eng	1.0
4468	eng	1.0
2737	en-us	1.0
2785	eng	1.0
4659	eng	1.0
5933	eng	1.0
3741	eng	1.0
7092	en-us	1.0
1439	eng	1.0
1636	en-us	1.0
2126	en-us	1.0
7297	en-us	1.0
4153	en-us	1.0
2502	eng	1.0
8870	eng	1.0
8656	en-gb	1.0
9428	en-us	1.0
3799	eng	1.0
3061	eng	1.0
3989	eng	1.0
2230	eng	1.0
2404	eng	1.0
4188	eng	1.0
3991	eng	1.0
3023	eng	1.0
2500	eng	1.0
6691	eng	1.0
1743	eng	1.0
3418	en-gb	1.0
5582	en-us	1.0
5612	eng	1.0
6238	eng	1.0
1541	eng	1.0
3121	eng	1.0
8471	eng	1.0
4825	eng	1.0
6338	eng	1.0
2447	eng	1.0
5782	eng	1.0
8750	eng	1.0
4416	eng	1.0
6987	eng	1.0
7245	eng	1.0
8382	eng	1.0
3467	eng	1.0
2993	eng	1.0
4449	eng	1.0
2871	eng	1.0
1874	en-us	1.0
3971	eng	1.0
5984	en-us	1.0
6042	en-us	1.0
5392	en-gb	1.0
7176	eng	1.0
4220	eng	1.0
4215	eng	1.0
2825	eng	1.0
2917	en-us	1.0
3118	eng	1.0
6985	eng	1.0
3578	eng	1.0
6192	eng	1.0
1673	eng	1.0
3291	en-us	1.0
1744	eng	1.0
7545	eng	1.0
6773	eng	1.0
5029	en-us	1.0
7741	eng	1.0
7469	en-us	1.0
8553	eng	1.0
2054	eng	1.0
1702	eng	1.0
8314	eng	1.0
2108	en-gb	1.0
1516	eng	1.0
5105	eng	1.0
7710	eng	1.0
7827	en-us	1.0
2793	eng	1.0
4217	eng	1.0
1511	eng	1.0
4755	en-us	1.0
4002	eng	1.0
3950	eng	1.0
4318	eng	1.0
2071	eng	1.0
1400	eng	1.0
1941	eng	1.0
3155	eng	1.0
3961	eng	1.0
1527	eng	1.0
6166	eng	1.0
6222	en-us	1.0
2160	eng	1.0
7244	eng	1.0
8974	eng	1.0
4811	eng	1.0
6741	en-us	1.0
4323	eng	1.0
9906	eng	1.0
2153	eng	1.0
2826	eng	1.0
5246	eng	1.0
5434	eng	1.0
4362	eng	1.0
4373	eng	1.0
9451	en-us	1.0
6090	eng	1.0
4721	en-us	1.0
4160	en-us	1.0
9130	eng	1.0
7238	en-us	1.0
7080	eng	1.0
5833	eng	1.0
9488	eng	1.0
3059	en-us	1.0
1729	eng	1.0
5350	en-ca	1.0
6799	eng	1.0
8150	eng	1.0
6172	eng	1.0
8467	eng	1.0
4751	eng	1.0
2086	eng	1.0
2677	eng	1.0
7949	en-us	1.0
5443	eng	1.0
1886	eng	1.0
3551	eng	1.0
1620	eng	1.0
3750	en-us	1.0
7162	fre	1.0
6023	eng	1.0
2424	eng	1.0
3904	en-us	1.0
5155	eng	1.0
9295	en-us	1.0
3036	eng	1.0
1989	eng	1.0
6887	eng	1.0
2285	en-gb	1.0
2453	en-gb	1.0
3657	eng	1.0
2235	eng	1.0
4240	eng	1.0
7353	eng	1.0
3203	en-us	1.0
6833	en-us	1.0
8987	eng	1.0
1900	eng	1.0
3079	eng	1.0
3521	eng	1.0
1592	eng	1.0
2594	eng	1.0
1925	eng	1.0
7534	en-us	1.0
1689	eng	1.0
4227	en-us	1.0
7771	eng	1.0
3002	en-us	1.0
2681	eng	1.0
3314	en-us	1.0
1519	eng	1.0
1852	eng	1.0
4202	en-us	1.0
4578	en-us	1.0
4865	en-us	1.0
1878	eng	1.0
5458	eng	1.0
3387	eng	1.0
9995	eng	1.0
2475	eng	1.0
2466	en-us	1.0
5425	eng	1.0
3020	eng	1.0
2440	eng	1.0
4634	eng	1.0
4395	eng	1.0
4359	eng	1.0
1526	eng	1.0
1518	eng	1.0
3791	eng	1.0
2671	eng	1.0
5216	eng	1.0
1398	en-us	1.0
4114	en-gb	1.0
2282	en-us	1.0
4301	en-us	1.0
2278	eng	1.0
3452	eng	1.0
3583	eng	1.0
1604	en-us	1.0
1959	en-us	1.0
1633	eng	1.0
3767	eng	1.0
3313	eng	1.0
6454	eng	1.0
2087	eng	1.0
4487	en-us	1.0
3643	eng	1.0
2464	eng	1.0
3676	eng	1.0
2729	eng	1.0
4503	eng	1.0
2403	eng	1.0
6590	eng	1.0
3333	eng	1.0
9966	eng	1.0
2188	eng	1.0
3417	en-gb	1.0
3406	en-us	1.0
3892	eng	1.0
6502	eng	1.0
2937	eng	1.0
3565	eng	1.0
1842	eng	1.0
7832	eng	1.0
4189	en-us	1.0
3268	eng	1.0
1648	eng	1.0
2467	eng	1.0
2226	eng	1.0
5707	en-us	1.0
1986	eng	1.0
1719	en-us	1.0
1450	en-us	1.0
2336	eng	1.0
6620	eng	1.0
6220	eng	1.0
5027	en-us	1.0
3889	eng	1.0
4848	eng	1.0
2023	eng	1.0
2010	en-us	1.0
3570	eng	1.0
5012	en-us	1.0
1597	eng	1.0
2988	eng	1.0
2385	en-us	1.0
4110	eng	1.0
2425	eng	1.0
3692	eng	1.0
2284	eng	1.0
9864	en-gb	1.0
2623	en-us	1.0
3252	en-us	1.0
8916	eng	1.0
2009	eng	1.0
1578	eng	1.0
1922	eng	1.0
4512	eng	1.0
3556	en-us	1.0
4506	en-us	1.0
1531	eng	1.0
5704	eng	1.0
8306	eng	1.0
3542	eng	1.0
1432	eng	1.0
4270	en-us	1.0
2346	eng	1.0
3686	eng	1.0
1867	eng	1.0
5961	eng	1.0
4440	eng	1.0
8592	en-us	1.0
2184	eng	1.0
8256	eng	1.0
5171	eng	1.0
8514	eng	1.0
1600	eng	1.0
4134	eng	1.0
7492	en-us	1.0
2383	en-us	1.0
4422	en-us	1.0
5501	eng	1.0
6057	eng	1.0
8625	eng	1.0
5863	en-us	1.0
4502	eng	1.0
5559	eng	1.0
9923	eng	1.0
4162	en-us	1.0
4464	en-us	1.0
4970	eng	1.0
2952	eng	1.0
6909	eng	1.0
6682	en-us	1.0
1758	eng	1.0
2295	eng	1.0
4931	en-us	1.0
2428	en-us	1.0
3711	eng	1.0
1917	eng	1.0
4476	en-us	1.0
5211	eng	1.0
3579	en-us	1.0
7504	eng	1.0
8331	eng	1.0
9193	eng	1.0
7350	eng	1.0
4598	eng	1.0
4180	en-us	1.0
2311	eng	1.0
5860	eng	1.0
3673	en-us	1.0
5686	en-us	1.0
4375	en-us	1.0
5864	eng	1.0
2541	eng	1.0
5492	eng	1.0
1726	eng	1.0
1504	en-us	1.0
5056	eng	1.0
1618	en-us	1.0
6125	eng	1.0
4639	en-us	1.0
2543	eng	1.0
2714	en-us	1.0
2283	en-us	1.0
1738	en-us	1.0
1650	eng	1.0
6400	eng	1.0
9439	en-us	1.0
2823	eng	1.0
5840	eng	1.0
4121	eng	1.0
2405	eng	1.0
4680	eng	1.0
7704	en-us	1.0
6876	eng	1.0
2698	eng	1.0
1461	eng	1.0
5003	eng	1.0
4687	eng	1.0
1715	eng	1.0
3925	en-us	1.0
4040	en-us	1.0
4727	eng	1.0
5198	eng	1.0
2508	en-us	1.0
3161	eng	1.0
6750	eng	1.0
3866	eng	1.0
3988	en-us	1.0
3693	eng	1.0
4194	eng	1.0
7505	eng	1.0
6374	eng	1.0
4234	eng	1.0
2459	en-us	1.0
5047	eng	1.0
2581	eng	1.0
6770	eng	1.0
3283	en-us	1.0
4005	en-us	1.0
6791	en-us	1.0
3602	eng	1.0
5637	eng	1.0
2998	eng	1.0
3862	eng	1.0
3289	en-us	1.0
7143	en-us	1.0
2858	eng	1.0
1565	eng	1.0
3776	eng	1.0
2699	eng	1.0
2595	eng	1.0
2286	eng	1.0
3941	eng	1.0
6726	en-us	1.0
2412	eng	1.0
2687	eng	1.0
4022	eng	1.0
4389	eng	1.0
6736	eng	1.0
1594	eng	1.0
8510	en-us	1.0
6430	en-us	1.0
1553	en-us	1.0
3258	eng	1.0
3683	eng	1.0
6152	en-us	1.0
8294	en-us	1.0
9721	eng	1.0
4932	eng	1.0
4832	eng	1.0
4554	eng	1.0
4431	en-us	1.0
4661	eng	1.0
6575	en-us	1.0
2790	en-us	1.0
5620	eng	1.0
5962	en-us	1.0
7210	eng	1.0
7421	en-us	1.0
2131	eng	1.0
2619	en-us	1.0
2125	en-us	1.0
4445	eng	1.0
4428	en-us	1.0
1613	eng	1.0
9780	en-gb	1.0
5573	eng	1.0
3737	eng	1.0
7220	eng	1.0
1807	eng	1.0
6861	eng	1.0
2207	eng	1.0
2863	eng	1.0
4696	eng	1.0
5467	eng	1.0
5481	en-us	1.0
7048	eng	1.0
2120	eng	1.0
2599	eng	1.0
6195	eng	1.0
2811	en-gb	1.0
9298	eng	1.0
3753	eng	1.0
6609	en-gb	1.0
6788	eng	1.0
3725	eng	1.0
4284	eng	1.0
6361	eng	1.0
6988	eng	1.0
3735	en-us	1.0
2376	en-us	1.0
4941	eng	1.0
2316	eng	1.0
7214	eng	1.0
3671	en-gb	1.0
5715	en-us	1.0
3263	eng	1.0
3039	eng	1.0
2704	en-us	1.0
7133	eng	1.0
4605	eng	1.0
5122	en-us	1.0
7783	eng	1.0
6045	eng	1.0
2752	eng	1.0
5276	eng	1.0
5382	eng	1.0
2921	eng	1.0
2934	eng	1.0
3734	eng	1.0
2800	en-us	1.0
3305	en-us	1.0
7065	en-us	1.0
1651	eng	1.0
2301	eng	1.0
5031	eng	1.0
2899	eng	1.0
1943	eng	1.0
2829	eng	1.0
5895	en-us	1.0
2081	eng	1.0
1904	en-us	1.0
2100	eng	1.0
1782	eng	1.0
3379	en-us	1.0
6271	eng	1.0
2794	en-us	1.0
1905	eng	1.0
2906	eng	1.0
5286	eng	1.0
3559	eng	1.0
3827	eng	1.0
1769	eng	1.0
2208	eng	1.0
1981	eng	1.0
4448	eng	1.0
1546	en-us	1.0
7607	eng	1.0
5810	eng	1.0
2558	eng	1.0
2848	eng	1.0
3412	eng	1.0
6889	en-us	1.0
2003	eng	1.0
5819	eng	1.0
3230	en-us	1.0
1699	eng	1.0
5795	eng	1.0
3728	en-us	1.0
5509	eng	1.0
6546	en-us	1.0
7734	en-us	1.0
8822	eng	1.0
4401	en-us	1.0
2058	eng	1.0
7293	eng	1.0
5196	eng	1.0
8698	eng	1.0
6185	en-gb	1.0
3247	eng	1.0
2167	eng	1.0
8361	eng	1.0
2792	eng	1.0
2170	eng	1.0
5141	eng	1.0
2470	eng	1.0
2944	eng	1.0
2109	en-us	1.0
2452	en-us	1.0
1645	en-us	1.0
3254	en-us	1.0
9699	eng	1.0
6188	eng	1.0
6440	eng	1.0
4881	eng	1.0
4016	en-us	1.0
4196	en-us	1.0
6941	eng	1.0
6836	eng	1.0
6829	en-gb	1.0
4197	eng	1.0
3597	en-us	1.0
1566	eng	1.0
2321	en-us	1.0
4978	eng	1.0
1536	en-us	1.0
2219	en-gb	1.0
1509	eng	1.0
3960	eng	1.0
1530	eng	1.0
2148	eng	1.0
2415	eng	1.0
1501	en-us	1.0
1521	eng	1.0
2392	eng	1.0
4166	eng	1.0
3550	eng	1.0
9026	eng	1.0
5903	eng	1.0
4548	en-us	1.0
3515	en-us	1.0
4067	eng	1.0
5346	en-us	1.0
2247	en-us	1.0
3078	en-gb	1.0
1843	eng	1.0
9095	eng	1.0
3582	eng	1.0
1853	eng	1.0
1923	en-us	1.0
1465	eng	1.0
1957	eng	1.0
1885	eng	1.0
5301	eng	1.0
6173	eng	1.0
1624	eng	1.0
3390	eng	1.0
4622	eng	1.0
4104	eng	1.0
2210	eng	1.0
4336	eng	1.0
8188	eng	1.0
2147	en-us	1.0
2190	eng	1.0
8928	eng	1.0
1581	en-gb	1.0
3561	eng	1.0
5260	eng	1.0
1445	en-us	1.0
6972	eng	1.0
1545	en-us	1.0
5406	eng	1.0
2142	eng	1.0
4249	eng	1.0
2000	en-us	1.0
2378	en-us	1.0
3699	en-us	1.0
3262	eng	1.0
4443	eng	1.0
3763	eng	1.0
1741	eng	1.0
2304	eng	1.0
7611	en-us	1.0
6348	eng	1.0
4368	en-us	1.0
2770	eng	1.0
3202	en-us	1.0
5326	eng	1.0
5929	eng	1.0
1544	eng	1.0
3703	eng	1.0
1430	en-us	1.0
6138	en-us	1.0
3715	eng	1.0
2517	eng	1.0
8640	eng	1.0
1771	eng	1.0
1405	eng	1.0
2433	en-gb	1.0
3477	spa	1.0
1961	en-us	1.0
3758	en-us	1.0
6061	eng	1.0
9407	eng	1.0
3091	eng	1.0
7644	en-us	1.0
1760	eng	1.0
4633	en-us	1.0
7655	en-us	1.0
9152	en-us	1.0
2077	en-us	1.0
1540	en-us	1.0
1803	en-us	1.0
1421	eng	1.0
3232	en-us	1.0
1733	eng	1.0
1902	en-us	1.0
1996	eng	1.0
5930	eng	1.0
3311	en-us	1.0
3680	en-us	1.0
2411	en-us	1.0
1928	eng	1.0
7436	en-us	1.0
1420	eng	1.0
3920	eng	1.0
3360	en-us	1.0
2026	eng	1.0
1555	eng	1.0
1666	en-us	1.0
3071	en-gb	1.0
5604	eng	1.0
3930	eng	1.0
4485	en-gb	1.0
6327	en-us	1.0
2644	en-us	1.0
1467	eng	1.0
1480	en-us	1.0
3445	en-gb	1.0
1534	eng	1.0
4974	eng	1.0
1607	eng	1.0
2738	en-us	1.0
7463	eng	1.0
1579	en-us	1.0
7943	eng	1.0
7357	eng	1.0
4044	en-us	1.0
2746	eng	1.0
2214	en-gb	1.0
7512	eng	1.0
1746	en-us	1.0
6762	eng	1.0
5797	en-us	1.0
6742	eng	1.0
3223	en-us	1.0
6619	eng	1.0
1755	eng	1.0
3622	eng	1.0
3804	en-us	1.0
7911	en-us	1.0
2522	en-us	1.0
2820	eng	1.0
2603	eng	1.0
8731	eng	1.0
3787	eng	1.0
7496	en-us	1.0
3356	en-us	1.0
4759	eng	1.0
5108	en-us	1.0
2631	eng	1.0
2493	eng	1.0
2407	en-us	1.0
6254	eng	1.0
5508	eng	1.0
3609	eng	1.0
1877	en-us	1.0
5090	en-us	1.0
3805	eng	1.0
4413	en-us	1.0
2688	en-us	1.0
1934	en-us	1.0
6397	eng	1.0
5004	eng	1.0
2901	en-us	1.0
1892	eng	1.0
1550	en-us	1.0
4329	eng	1.0
8094	eng	1.0
4266	en-us	1.0
8720	eng	1.0
3635	eng	1.0
3353	eng	1.0
1616	eng	1.0
3330	eng	1.0
2930	en-us	1.0
3682	eng	1.0
1399	en-us	1.0
1440	en-us	1.0
4117	eng	1.0
2596	eng	1.0
5284	eng	1.0
8370	eng	1.0
2227	eng	1.0
2201	en-us	1.0
4560	eng	1.0
2958	eng	1.0
2225	eng	1.0
8609	en-us	1.0
9253	en-us	1.0
2159	en-us	1.0
5522	en-us	1.0
3518	eng	1.0
2035	eng	1.0
4174	eng	1.0
4036	en-us	1.0
7444	eng	1.0
4414	en-us	1.0
9794	eng	1.0
6488	eng	1.0
1836	en-gb	1.0
3509	en-us	1.0
4315	eng	1.0
2731	en-us	1.0
6645	en-us	1.0
3339	en-us	1.0
5044	en-us	1.0
2716	eng	1.0
2539	eng	1.0
2257	eng	1.0
5798	eng	1.0
5556	eng	1.0
3361	eng	1.0
3355	eng	1.0
3120	eng	1.0
2213	eng	1.0
2865	eng	1.0
2011	en-us	1.0
3273	eng	1.0
4859	eng	1.0
6307	en-us	1.0
2834	eng	1.0
6928	en-us	1.0
6477	en-us	1.0
4069	en-us	1.0
4311	eng	1.0
6368	eng	1.0
7981	eng	1.0
7971	eng	1.0
5569	eng	1.0
2265	en-us	1.0
7138	eng	1.0
7667	eng	1.0
3574	en-gb	1.0
2857	en-us	1.0
2845	en-us	1.0
3777	en-us	1.0
4147	en-us	1.0
4076	en-us	1.0
4052	en-us	1.0
4064	eng	1.0
5345	eng	1.0
1696	en-us	1.0
3176	eng	1.0
4446	en-us	1.0
6558	eng	1.0
5297	en-us	1.0
2350	en-us	1.0
4996	eng	1.0
2073	eng	1.0
4353	eng	1.0
3964	eng	1.0
3795	en-us	1.0
2069	eng	1.0
7808	en-us	1.0
2547	eng	1.0
2519	eng	1.0
3801	eng	1.0
6298	en-us	1.0
8632	en-us	1.0
5733	en-us	1.0
3945	en-us	1.0
2900	en-us	1.0
1797	en-us	1.0
1653	eng	1.0
4391	en-us	1.0
2114	eng	1.0
6131	eng	1.0
8998	eng	1.0
4845	eng	1.0
2129	eng	1.0
3125	eng	1.0
5486	en-us	1.0
4555	eng	1.0
2733	en-us	1.0
9187	eng	1.0
1452	eng	1.0
2968	eng	1.0
5395	en-us	1.0
4012	en-ca	1.0
4275	eng	1.0
1693	eng	1.0
5510	eng	1.0
5009	eng	1.0
4125	eng	1.0
1474	eng	1.0
3397	en-us	1.0
3512	eng	1.0
9930	en-us	1.0
6223	eng	1.0
4528	en-us	1.0
3193	eng	1.0
8573	en-us	1.0
8935	eng	1.0
9384	eng	1.0
7089	eng	1.0
6088	eng	1.0
5083	eng	1.0
3982	eng	1.0
2497	eng	1.0
3366	eng	1.0
3280	eng	1.0
3482	eng	1.0
5160	eng	1.0
7118	eng	1.0
4768	eng	1.0
1396	en-us	1.0
6186	eng	1.0
4651	eng	1.0
6749	en-us	1.0
5854	eng	1.0
2525	eng	1.0
2669	eng	1.0
3208	en-us	1.0
1876	eng	1.0
2822	en-us	1.0
1731	eng	1.0
7909	eng	1.0
6891	en-us	1.0
2238	en-us	1.0
5705	eng	1.0
8009	eng	1.0
4729	eng	1.0
6485	eng	1.0
7696	eng	1.0
6631	en-us	1.0
8359	eng	1.0
1844	eng	1.0
6184	en-gb	1.0
4571	eng	1.0
5951	en-us	1.0
4776	eng	1.0
3084	eng	1.0
1646	en-us	1.0
7282	en-us	1.0
1595	eng	1.0
7153	eng	1.0
8512	eng	1.0
3529	eng	1.0
1909	eng	1.0
7440	eng	1.0
4258	eng	1.0
6781	eng	1.0
8400	eng	1.0
4182	eng	1.0
5747	eng	1.0
8921	eng	1.0
4977	eng	1.0
6022	eng	1.0
4313	eng	1.0
8254	eng	1.0
6191	eng	1.0
4015	eng	1.0
2313	eng	1.0
8709	en-gb	1.0
5032	eng	1.0
6504	eng	1.0
2151	eng	1.0
2941	eng	1.0
1577	eng	1.0
1502	en-ca	1.0
5476	eng	1.0
3573	eng	1.0
4312	eng	1.0
2748	en-gb	1.0
2483	eng	1.0
3297	eng	1.0
4324	eng	1.0
5172	eng	1.0
2356	eng	1.0
3891	eng	1.0
3011	eng	1.0
2112	eng	1.0
4629	eng	1.0
6733	eng	1.0
2533	eng	1.0
4306	eng	1.0
2664	eng	1.0
4489	eng	1.0
4382	eng	1.0
7779	en-us	1.0
4545	en-us	1.0
7728	eng	1.0
2629	eng	1.0
6467	en-us	1.0
5488	eng	1.0
4074	eng	1.0
3329	eng	1.0
4873	eng	1.0
4365	en-gb	1.0
3555	eng	1.0
2747	eng	1.0
5938	eng	1.0
1522	eng	1.0
5650	eng	1.0
1740	eng	1.0
6844	eng	1.0
6659	eng	1.0
6364	eng	1.0
2489	eng	1.0
2469	eng	1.0
5763	en-us	1.0
5657	en-us	1.0
4031	en-gb	1.0
3133	eng	1.0
2646	eng	1.0
3978	eng	1.0
2817	eng	1.0
9675	eng	1.0
9143	eng	1.0
2673	en-us	1.0
8388	en-us	1.0
7274	en-us	1.0
6920	eng	1.0
7254	eng	1.0
1466	eng	1.0
6291	eng	1.0
5564	eng	1.0
5920	en-us	1.0
2371	eng	1.0
3835	eng	1.0
2846	eng	1.0
2279	en-us	1.0
1449	eng	1.0
1759	en-us	1.0
2461	en-us	1.0
5385	eng	1.0
7817	eng	1.0
4914	en-gb	1.0
2808	eng	1.0
2654	eng	1.0
1679	eng	1.0
1993	en-us	1.0
3811	eng	1.0
2586	eng	1.0
2309	eng	1.0
3286	eng	1.0
5243	en-us	1.0
1918	eng	1.0
4342	eng	1.0
4842	eng	1.0
3184	en-us	1.0
2013	en-us	1.0
1944	eng	1.0
6917	eng	1.0
1401	eng	1.0
2875	eng	1.0
4427	en-us	1.0
4509	spa	1.0
4606	spa	1.0
5774	en-us	1.0
7277	eng	1.0
3552	eng	1.0
7737	eng	1.0
2897	en-us	1.0
3966	en-ca	1.0
3321	eng	1.0
4939	eng	1.0
4561	eng	1.0
1714	en-us	1.0
5527	eng	1.0
1500	eng	1.0
2028	eng	1.0
1514	en-us	1.0
5007	en-us	1.0
5282	en-us	1.0
5463	eng	1.0
1845	ger	1.0
1739	eng	1.0
1547	eng	1.0
5436	eng	1.0
2773	eng	1.0
2381	en-us	1.0
8290	en-us	1.0
1402	eng	1.0
1476	en-us	1.0
1655	eng	1.0
1847	eng	1.0
3007	eng	1.0
2032	eng	1.0
4348	eng	1.0
3090	en-us	1.0
5446	eng	1.0
5330	eng	1.0
9972	en-gb	1.0
8781	en-us	1.0
9748	en-gb	1.0
3979	eng	1.0
8189	en-us	1.0
4091	eng	1.0
2480	eng	1.0
2942	eng	1.0
3086	eng	1.0
3395	eng	1.0
1487	en-us	1.0
4062	eng	1.0
3533	en-us	1.0
2637	eng	1.0
3101	en-us	1.0
1779	eng	1.0
1735	en-us	1.0
4236	eng	1.0
7951	eng	1.0
1407	eng	1.0
2066	eng	1.0
9533	eng	1.0
4836	eng	1.0
2031	en-gb	1.0
4127	en-us	1.0
4797	eng	1.0
3443	eng	1.0
3085	eng	1.0
9265	en-us	1.0
2724	eng	1.0
3650	en-gb	1.0
5627	eng	1.0
6375	eng	1.0
2002	eng	1.0
2380	eng	1.0
4695	eng	1.0
8647	eng	1.0
7292	en-us	1.0
1552	en-us	1.0
3638	en-us	1.0
4793	eng	1.0
1434	eng	1.0
2735	eng	1.0
3912	en-us	1.0
3175	eng	1.0
5176	eng	1.0
2138	eng	1.0
5051	en-us	1.0
7836	eng	1.0
7459	eng	1.0
8677	eng	1.0
6963	eng	1.0
3774	en-us	1.0
1891	en-us	1.0
3720	eng	1.0
6787	eng	1.0
4671	eng	1.0
2359	eng	1.0
4972	eng	1.0
2462	eng	1.0
1690	eng	1.0
5512	eng	1.0
7041	en-gb	1.0
3158	eng	1.0
6923	eng	1.0
6763	en-us	1.0
5340	eng	1.0
3035	en-us	1.0
3066	en-us	1.0
5781	eng	1.0
6146	eng	1.0
2373	eng	1.0
2393	en-us	1.0
3468	eng	1.0
6480	eng	1.0
6326	en-us	1.0
7563	eng	1.0
1479	eng	1.0
2448	eng	1.0
5949	eng	1.0
3065	en-us	1.0
8286	en-us	1.0
1683	en-us	1.0
4242	en-us	1.0
3402	eng	1.0
3910	en-us	1.0
9403	eng	1.0
1672	eng	1.0
5192	eng	1.0
6801	eng	1.0
1767	eng	1.0
7284	en-us	1.0
2711	eng	1.0
1850	eng	1.0
7730	en-us	1.0
7052	en-us	1.0
2085	eng	1.0
3031	eng	1.0
3450	en-us	1.0
6860	fre	1.0
3303	en-us	1.0
1670	en-us	1.0
2989	eng	1.0
7797	eng	1.0
2476	eng	1.0
3014	en-us	1.0
9803	eng	1.0
7285	eng	1.0
3757	eng	1.0
9059	eng	1.0
2592	en-gb	1.0
2057	eng	1.0
4262	eng	1.0
6130	eng	1.0
1851	eng	1.0
1523	eng	1.0
1906	en-us	1.0
1575	eng	1.0
1637	en-us	1.0
4822	eng	1.0
5754	eng	1.0
6523	eng	1.0
5163	eng	1.0
1855	en-us	1.0
4619	en-us	1.0
8316	en-us	1.0
4583	eng	1.0
7428	eng	1.0
7753	en-us	1.0
9822	en-gb	1.0
4947	en-us	1.0
2472	eng	1.0
4791	en-us	1.0
5490	eng	1.0
2512	en-us	1.0
3762	eng	1.0
8329	eng	1.0
3548	en-us	1.0
7001	eng	1.0
9637	eng	1.0
2334	eng	1.0
3317	eng	1.0
2496	eng	1.0
4155	eng	1.0
1710	eng	1.0
3769	en-us	1.0
6938	eng	1.0
7295	eng	1.0
4886	eng	1.0
1939	en-us	1.0
2451	eng	1.0
4810	eng	1.0
1833	eng	1.0
2322	en-ca	1.0
9217	en-us	1.0
4685	eng	1.0
6242	en-us	1.0
2730	en-us	1.0
9081	eng	1.0
7392	eng	1.0
2289	eng	1.0
3302	eng	1.0
5386	eng	1.0
1818	eng	1.0
2662	eng	1.0
1813	eng	1.0
4231	en-us	1.0
3029	eng	1.0
1716	eng	1.0
2957	eng	1.0
5229	en-gb	1.0
3939	eng	1.0
8115	eng	1.0
7575	eng	1.0
8688	eng	1.0
2019	eng	1.0
4385	eng	1.0
3216	eng	1.0
1869	en-us	1.0
9559	eng	1.0
7015	eng	1.0
4490	eng	1.0
8338	en-us	1.0
4730	en-us	1.0
2341	en-us	1.0
5082	eng	1.0
5101	en-us	1.0
3021	en-us	1.0
3994	eng	1.0
3037	eng	1.0
2520	jpn	1.0
2391	eng	1.0
8312	eng	1.0
3352	en-us	1.0
6169	eng	1.0
4019	eng	1.0
9367	eng	1.0
1665	eng	1.0
3444	eng	1.0
3820	en-us	1.0
6139	eng	1.0
1455	eng	1.0
1585	eng	1.0
3198	eng	1.0
4025	eng	1.0
9540	eng	1.0
3530	eng	1.0
7021	eng	1.0
3057	eng	1.0
2973	eng	1.0
5035	eng	1.0
4893	en-us	1.0
9990	eng	1.0
7409	eng	1.0
4712	en-us	1.0
7074	eng	1.0
2056	eng	1.0
2564	eng	1.0
9408	eng	1.0
5935	en-us	1.0
3471	eng	1.0
3358	eng	1.0
2276	eng	1.0
4692	eng	1.0
3457	eng	1.0
1687	en-gb	1.0
2417	en-us	1.0
2915	eng	1.0
9955	eng	1.0
2130	en-us	1.0
4483	eng	1.0
3298	en-us	1.0
7290	eng	1.0
6037	eng	1.0
4744	en-us	1.0
2329	en-us	1.0
2570	eng	1.0
7151	eng	1.0
8056	eng	1.0
4763	eng	1.0
7355	eng	1.0
8473	eng	1.0
6105	eng	1.0
5641	eng	1.0
3267	eng	1.0
5011	eng	1.0
2280	eng	1.0
3415	eng	1.0
2739	eng	1.0
9948	eng	1.0
2818	eng	1.0
3222	en-us	1.0
5992	eng	1.0
2111	eng	1.0
6830	en-us	1.0
2692	eng	1.0
